Date,Monthly_Return_Pct,SSE300_Close,Ambiguity_Metric,Risk_Metric,Climate_Risk_Component,Global_GPR_Component,Correlation_Adjusted_Index,Equal_Weighted_Index,GPR_Japan_x,GPR_US_x,New_Ambiguity_Metric.1,New_Risk_Metric.1,GPR_China.1,New_Ambiguity_Metric,New_Risk_Metric,GPR_China_x,Log_Monthly_Return,Ambiguity_Bins_5,Risk_Bins_5,Ambiguity_Bins_10,Risk_Bins_10,Ambiguity_Bins_15,Risk_Bins_15,Ambiguity_Bins_20,Risk_Bins_20,Ambiguity_Bins_25,Risk_Bins_25,Ambiguity_Bins_30,Risk_Bins_30,Ambiguity_Bins_35,Risk_Bins_35,Ambiguity_Bins_40,Risk_Bins_40,Ambiguity_Bins_45,Risk_Bins_45,Ambiguity_Bins_50,Risk_Bins_50,GPR_China_y,GPR_US_y,GPR_Japan_y
2018-01-01,3.73637674249008,4275.9,3.2904379616833968,0.0051685792319511,-0.3724053921586802,8.446737753371698,0.6434089977884254,4.037166180606509,472.13410666666664,203.275588,2.718473401330013,0.0142587892382062,0.5726341009140015,2.718473401330013,0.0142587892382062,0.5726341009140015,0.03668265599487994,,,,,,,,,,,,,,,,,,,,,0.5726341009140015,2.456299066543579,0.150693193078041
2018-02-01,-1.6305504225218703,4023.64,2.554281569279225,0.0149324323563225,-0.1395404973775932,6.57290970967429,0.6336189127383953,3.2166846061483483,472.422716,203.20177242857145,2.718473401330013,0.0102860852931244,0.3832004964351654,2.718473401330013,0.0102860852931244,0.3832004964351654,-0.016439901909819036,1.2013670042689852,4.61576498803585e-05,1.817382066602084,4.61576498803585e-05,1.9560115027140728,4.61576498803585e-05,2.106719567216648,4.61576498803585e-05,2.2453490033286365,4.61576498803585e-05,2.245349003328637,4.61576498803585e-05,2.314663721384631,4.61576498803585e-05,2.314663721384631,4.61576498803585e-05,2.245349003328637,4.61576498803585e-05,2.314663721384631,4.61576498803585e-05,0.3832004964351654,2.0846107006073,0.1379521787166595
2018-03-01,2.1168989643531897,3898.5,2.685850382530014,0.0096570124098463,-0.2446332824753902,4.948989287515408,0.353583171832251,2.352178002520009,472.95180566666664,203.7994847142857,,,0.7768067717552185,,,0.7768067717552185,0.020948039339248724,0.9819416009240194,5.851378079211553e-05,1.442783312158676,5.851378079211553e-05,1.6075751554588926,5.851378079211553e-05,1.6075751554588926,5.851378079211553e-05,1.5120980302146707,5.851378079211553e-05,1.6075751554588926,5.851378079211553e-05,1.6075751554588926,5.851378079211553e-05,1.6075751554588926,5.851378079211553e-05,1.6075751554588926,5.851378079211553e-05,1.6075751554588926,5.851378079211553e-05,0.7768067717552185,2.7326953411102295,0.3745318353176117
2018-04-01,-4.21315716095133,3756.88,2.97891824438606,0.0110784038563676,-0.4835886159916269,4.144822075658965,0.0495251010191377,1.830616729833669,473.171947,204.03746985714287,,,0.6782106757164001,,,0.6782106757164001,-0.04304485032793149,1.3046615296840591,8.228447058629155e-05,1.8945141848289306,8.228447058629155e-05,1.956011502714073,8.228447058629155e-05,2.2502602786175907,8.228447058629155e-05,1.9298490955258456,8.228447058629155e-05,2.2502602786175907,8.228447058629155e-05,2.2502602786175907,8.228447058629155e-05,2.2502602786175907,8.228447058629155e-05,2.3195749966735852,8.228447058629155e-05,2.3195749966735852,8.228447058629155e-05,0.6782106757164001,2.7561328411102295,0.1875901818275451
2018-05-01,1.0838023725868402,3802.38,2.8681584956831108,0.0087631265129696,-0.5001809644593489,3.9731473790811696,0.0150699195939033,1.7364832073109104,473.66968633333335,204.10862142857144,2.718473401330013,0.014509961488849,1.3966082334518433,2.718473401330013,0.014509961488849,1.3966082334518433,0.010779713281712653,1.333074293476779,8.514901562492146e-05,1.7728746523964813,8.514901562492146e-05,1.7751250090009736,8.514901562492146e-05,1.9376664956966978,8.514901562492146e-05,1.844439727056968,8.514901562492146e-05,1.9376664956966978,8.514901562492146e-05,2.0946409388260623,8.514901562492146e-05,1.9376664956966978,8.514901562492146e-05,2.0946409388260623,8.514901562492146e-05,2.006981213752692,8.514901562492146e-05,1.3966082334518433,2.992732048034668,0.4417842328548431
2018-06-01,-2.81188762280259,3510.98,2.7965175271737186,0.012433535792715,0.0982688746584234,4.228830806116539,0.574038932962713,2.163549840387481,474.0108553333334,204.0409811428571,,,0.8385446071624756,,,0.8385446071624756,-0.028521782647148993,1.4150225884935588,8.02886836705918e-05,1.7736748071641173,8.02886836705918e-05,2.0523838812249515,8.02886836705918e-05,1.983069163168957,8.02886836705918e-05,2.1513220799212713,8.02886836705918e-05,2.121698599280946,8.02886836705918e-05,2.220636797977266,8.02886836705918e-05,2.2899515160332604,8.02886836705918e-05,2.2467992051654933,8.02886836705918e-05,2.220636797977266,8.02886836705918e-05,0.8385446071624756,2.771461009979248,0.4832291007041931
2018-07-01,1.93829839522856,3517.66,2.89606558269377,0.0138647711281009,-0.4753793347736067,3.6608601050395286,0.0010446753478723,1.592740385132961,474.225148,204.2070857142857,2.718473401330013,0.0193759102197617,0.5824111700057983,2.718473401330013,0.0193759102197617,0.5824111700057983,0.019197526565815554,1.1752045970807579,0.00014313530014347904,1.7480673485460894,0.00014313530014347904,1.9419277239164314,0.00014313530014347904,2.0805571600284205,0.00014313530014347904,2.106719567216648,0.00014313530014347904,2.1760342852726424,0.00014313530014347904,2.1760342852726424,0.00014313530014347904,2.245349003328637,0.00014313530014347904,2.1760342852726424,0.00014313530014347904,2.1760342852726424,0.00014313530014347904,0.5824111700057983,2.475247621536255,0.2912055850028991
2018-08-01,-3.0399226646505304,3334.5,2.8658117324458514,0.0141371485999562,-0.2452204990399198,1.0085790893276003,-0.1008042396645437,0.3816792951438403,474.511367,204.406006,2.718473401330013,0.0117860249317476,0.6636500954627991,2.718473401330013,0.0117860249317476,0.6636500954627991,-0.030870866066853662,1.26100156517892,6.820972941044168e-05,1.8032982878044423,6.820972941044168e-05,1.8421893704524759,6.820972941044168e-05,2.0805571600284205,6.820972941044168e-05,2.0946409388260623,6.820972941044168e-05,2.2240978714293633,6.820972941044168e-05,2.1760342852726424,6.820972941044168e-05,2.3888897147295802,6.820972941044168e-05,2.3888897147295802,6.820972941044168e-05,2.3195749966735852,6.820972941044168e-05,0.6636500954627991,2.6696832180023193,0.2564102709293365
2018-09-01,4.37844579070596,3438.86,2.968481471294839,0.0117050362184755,0.574438156532259,-1.071072838245974,0.3849034455372285,-0.2483173408568574,474.7733466666666,204.2072632857143,,,0.5688447952270508,,,0.5688447952270508,0.04285301020164245,1.303450812836454,0.00010463911708732496,1.817382066602084,0.00010463911708732496,2.0161537172613797,0.00010463911708732496,2.1116308425056016,0.00010463911708732496,2.2467992051654933,0.00010463911708732496,2.2467992051654933,0.00010463911708732496,2.2467992051654933,0.00010463911708732496,2.2467992051654933,0.00010463911708732496,2.2467992051654933,0.00010463911708732496,2.3592662340892545,0.00010463911708732496,0.5688447952270508,1.86697781085968,0.1604434102773666
2018-10-01,-0.2952642325384396,3153.82,2.4962907255515123,0.0231834307973845,0.7368682475548812,-2.165129304935263,0.4026077842915327,-0.7141305286901909,475.164155,204.49599685714287,2.718473401330013,0.0181091436874601,0.7131650447845459,2.718473401330013,0.0181091436874601,0.7131650447845459,-0.0029570099732552863,1.2899219826090118,9.54856684082428e-05,1.591092905416725,9.54856684082428e-05,1.7990370595847087,9.54856684082428e-05,1.8421893704524757,9.54856684082428e-05,1.8421893704524757,9.54856684082428e-05,2.094640938826062,9.54856684082428e-05,1.8421893704524757,9.54856684082428e-05,1.9376664956966976,9.54856684082428e-05,2.094640938826062,9.54856684082428e-05,2.094640938826062,9.54856684082428e-05,0.7131650447845459,2.1537582874298096,0.1711596101522445
