Date,CSI_300_cum,AMBE_cum,CEA_cum
2018-01-01,0.9842155409504916,1.007524355097564,0.9771584205350798
2018-01-02,0.9994316920443235,1.0478599606991938,1.000701937403577
2018-01-03,1.0041736730771496,1.044707969973884,1.0224450234488072
2018-01-04,0.9819870374795107,1.017914956393985,1.0126501794333547
2018-01-05,0.9739553617885182,0.9844497920705506,1.0325210524201764
2018-01-08,0.998568721518801,0.9989376411337396,1.06025349273028
2018-01-09,0.962719916035392,0.9415671759919807,1.0418929137032906
2018-01-10,0.9570074350428256,0.9412035202487777,1.0174314419741017
2018-01-11,0.9756585949384194,0.9498671655533006,1.0499731849379976
2018-01-12,0.9634617833901338,0.9225002272171007,1.033182046362546
2018-01-15,0.954132301346419,0.908775267367522,1.0205335346874678
2018-01-16,0.9532538941997437,0.8919862482743963,1.0400500709099787
2018-01-17,0.9750556156799248,0.916583804473476,1.0783430919672554
2018-01-18,0.9661986687917176,0.9122352591264734,1.0654459984537101
2018-01-19,0.96024714645045,0.9024169793971423,1.0987145680641917
2018-01-22,0.9544710014291283,0.8872551396227244,1.1121487165193165
2018-01-23,0.986530681356967,0.8994391406136992,1.1418013881839006
2018-01-24,1.0193839202527042,0.9369255788337056,1.1384392819615994
2018-01-25,1.035246358191302,0.9547924809774067,1.160393133304778
2018-01-26,1.0417609523203295,0.967502737853022,1.1605288061246388
2018-01-29,1.0538042596440411,0.9743677572835253,1.1627332267739416
2018-01-30,1.0778952581926597,0.9935773065072122,1.1803342877648486
2018-01-31,1.0633032424836506,1.0015748537408193,1.166572270857453
2018-02-01,1.0825888366437415,1.0108791705916582,1.209980286264589
2018-02-02,1.0627685728612362,0.9877647712159434,1.1698026735483813
2018-02-05,1.053133223336129,0.989857533891569,1.1575242357478956
2018-02-06,1.067989329229169,1.0083885796068128,1.1699472506407727
2018-02-07,1.0456360877530286,0.956634129243082,1.1307419451675038
2018-02-08,1.0439619921679852,0.9311402340646437,1.13320005035565
2018-02-09,1.0309893827964363,0.9104952316011532,1.1483992824933156
2018-02-12,1.0275517646320222,0.9199007750123878,1.154597070609901
2018-02-13,0.9849301129073964,0.8910435411026548,1.1074726418920093
2018-02-14,0.959250033454189,0.874798808049363,1.0709756232802978
2018-02-15,0.949659299560388,0.8743230874652687,1.060593622445098
2018-02-16,0.9633457290598547,0.8743892085066155,1.0485071410234221
2018-02-19,0.9613183340229594,0.8804679904607977,1.044959591161416
2018-02-20,0.9618400306569012,0.8689484116624326,1.042131504590607
2018-02-21,0.9722503529754106,0.8907060670324353,1.0603687042194323
2018-02-22,0.9599095353527195,0.8727142499488689,1.0613830153630444
2018-02-23,0.9644733387095337,0.8806137139170918,1.077725156683059
2018-02-26,0.9533042573604342,0.8459091164983001,1.0627216828419215
2018-02-27,0.9290759892282606,0.8074942506201312,1.0271619957237936
2018-02-28,0.9240928930342925,0.8163674518189157,1.0117163818354338
2018-03-01,0.9325086882722586,0.8322988931558782,1.0088325659918296
2018-03-02,0.9377110010935624,0.821922243009761,1.004885625928481
2018-03-05,0.9380134528217917,0.8380145147886372,1.002988398618526
2018-03-06,0.9721435216009001,0.854970696656021,1.0209794918098913
2018-03-07,0.9786507415862168,0.861034207513002,1.0341146030051311
2018-03-08,0.9935076777274257,0.8680331297516382,1.0477513415789712
2018-03-09,1.0273586204260725,0.8857533572105484,1.0700973435289476
2018-03-12,1.007929954051537,0.884506216746044,1.039306941637856
2018-03-13,0.9927285327338454,0.893462166723465,1.0361326765233954
2018-03-14,1.0191903901815575,0.9197415113478904,1.0772141892760891
2018-03-15,1.007499317318853,0.9301965889224375,1.1025221237853742
2018-03-16,1.0084516544915088,0.9272721531115817,1.1123901451632439
2018-03-19,1.0251311821968572,0.9441990458148611,1.1192341520203843
2018-03-20,1.0393401112264056,0.9592314042525781,1.122367312002636
2018-03-21,1.0672186352755677,0.968525681324202,1.158501350207404
2018-03-22,1.0916949340149469,0.9980439571884652,1.1984346886431085
2018-03-23,1.1097525398818116,1.0252070045833501,1.242761526766204
2018-03-26,1.097444684278383,1.0112904119703634,1.2124164787978617
2018-03-27,1.111078173763037,0.9984640269572361,1.2288194774910803
2018-03-28,1.116871424155742,1.009241305443521,1.2136242040777958
2018-03-29,1.095210839972036,0.9669876848361887,1.1964391685545486
2018-03-30,1.119042064579774,0.9764376019172006,1.2040640000538272
2018-04-02,1.1331515601859492,0.990759686994636,1.2447112123980073
2018-04-03,1.1344913433036439,0.9806691426508082,1.231367235393629
2018-04-04,1.1310919750946014,0.981536414034504,1.2383004947124414
2018-04-05,1.1113266889543827,0.9611753400245763,1.218950729154545
2018-04-06,1.115208398719379,0.9412784615301215,1.223620594571365
2018-04-09,1.1236021115231563,0.9508139218646511,1.1996805580205705
2018-04-10,1.1101556001494368,0.9478413716199651,1.1832402463707228
2018-04-11,1.1300640879538744,0.9792327310842994,1.1868461093701654
2018-04-12,1.1120304735974904,0.9583565230977359,1.1571698452685082
2018-04-13,1.0771722045179988,0.9275341995850293,1.1288172231173201
2018-04-16,1.0945102674591674,0.9218945625200154,1.1919469943206646
2018-04-17,1.0884351985391907,0.9438608460385868,1.2183542198435395
2018-04-18,1.0869217905877806,0.9638094809529489,1.225502928003533
2018-04-19,1.073810523842771,0.9518234383705269,1.2172342173884485
2018-04-20,1.0484799334043233,0.9276960295836825,1.181727442766003
2018-04-23,1.0687455413568876,0.9052172182115976,1.1866020460960298
2018-04-24,1.0582365293015843,0.9103709305112998,1.1822528311255767
2018-04-25,1.0851308565121227,0.9412342208301379,1.2040632605607589
2018-04-26,1.0988139472939602,0.9645970523384393,1.250074381315561
2018-04-27,1.094175444643044,0.9547980929240382,1.2840224754384622
2018-04-30,1.0769000162264866,0.9331413055468517,1.3039266620729075
2018-05-01,1.0656066413538317,0.9062727130140611,1.2774823268166244
2018-05-02,1.0467583541551562,0.900840028419874,1.2447996481376278
2018-05-03,1.0800522835105002,0.9463907873213478,1.26160051110297
2018-05-04,1.0832563865454503,0.9651420435450715,1.2769600559253038
2018-05-07,1.1024875272357773,0.9850666161781534,1.282978694861402
2018-05-08,1.082080173599638,0.9621377866508108,1.2472677701137291
2018-05-09,1.085559631553367,0.9502478162446774,1.2344099819896703
2018-05-10,1.1052820019538503,0.9576719238970374,1.2461844439887113
2018-05-11,1.100280422470446,0.9601066193630109,1.2705619575594316
2018-05-14,1.1178482884688485,0.9714626043119572,1.2439713630246325
