Date,China,Hongkong,Japan,US
2005-01-01,0.3158513307571411,0.0146907595917582,0.1469075977802276,2.7471721172332764
2005-02-01,0.5244207978248596,0.0078271757811307,0.3130870461463928,3.0995616912841797
2005-03-01,0.4135417342185974,0.0140183642506599,0.1471928209066391,2.5233054161071777
2005-04-01,0.2882696390151977,0.0073915291577577,0.1182644665241241,2.6092097759246826
2005-05-01,0.3606983125209808,0.0216418989002704,0.3318424522876739,2.8278746604919434
2005-06-01,0.3697404563426971,0.0147896176204085,0.1922650337219238,2.42549729347229
2005-07-01,0.609167218208313,0.0594309493899345,0.4531609714031219,4.100735664367676
2005-08-01,0.3742690086364746,0.0155945420265197,0.2339181303977966,3.0955166816711426
2005-09-01,0.3776004612445831,0.0142490742728114,0.2351097166538238,2.8355658054351807
2005-10-01,0.2590129375457763,0.0210010502487421,0.11900594830513,2.632131576538086
2005-11-01,0.3939692378044128,0.0454579889774322,0.1742556244134903,2.318357467651367
2005-12-01,0.1875879317522049,0.0312646552920341,0.0859778001904487,2.860715866088867
2006-01-01,0.6576460599899292,0.0453549027442932,0.1209464073181152,2.728853225708008
2006-02-01,0.3529034256935119,0.0240615978837013,0.1042669266462326,2.6547963619232178
2006-03-01,0.5779929161071777,0.0216747336089611,0.1517231464385986,2.7960407733917236
2006-04-01,0.4777794778347015,0.0075838011689484,0.1061732172966003,2.4344000816345215
2006-05-01,0.6160632967948914,0.0228171590715646,0.0988743528723716,2.6467905044555664
2006-06-01,0.5448545813560486,0.0153480162844061,0.2302202433347702,2.8010129928588867
2006-07-01,0.6765899658203125,0.0159197635948658,0.4935126900672912,3.589906930923462
2006-08-01,0.3884880542755127,0.0237849839031696,0.110996589064598,3.480535984039306
2006-09-01,0.4614674746990204,0.0153822489082813,0.192278116941452,3.430241584777832
2006-10-01,0.9803204536437988,0.0438949465751647,0.7096349596977234,3.1165411472320557
2006-11-01,0.4319987595081329,0.030857054516673,0.2314279079437255,2.514849901199341
2006-12-01,0.4332688450813293,0.0386847183108329,0.239845260977745,2.669245719909668
2007-01-01,0.3990922570228576,0.0313013531267643,0.1643321067094802,3.153611421585083
2007-02-01,0.5853332281112671,0.0167238060384988,0.3093904256820678,3.0102851390838623
2007-03-01,0.4371090531349182,0.030145451426506,0.2034817934036255,2.547290563583374
2007-04-01,0.3882511854171753,0.0253207292407751,0.1603646129369735,2.5067522525787354
2007-05-01,0.3606237769126892,0.0097465887665748,0.1169590651988983,2.9239766597747803
2007-06-01,0.3703703582286834,0.0088183423504233,0.1499118208885193,3.095238208770752
2007-07-01,0.2884044349193573,0.0169649664312601,0.1696496754884719,3.163966417312622
2007-08-01,0.2148826122283935,0.0238758455961942,0.1352964639663696,2.4035017490386963
2007-09-01,0.552987813949585,0.0165070984512567,0.2310993671417236,2.9795312881469727
2007-10-01,0.5122367739677429,0.0162614844739437,0.1870070695877075,3.227904796600342
2007-11-01,0.3869968950748443,0.0171998627483844,0.1461988240480423,2.545579671859741
2007-12-01,0.3476749360561371,0.0521512404084205,0.1129943504929542,2.7900912761688232
2008-01-01,0.3205699026584625,0.0356188789010047,0.1602849513292312,2.689225196838379
2008-02-01,0.2998364567756653,0.0090859532356262,0.0999454855918884,2.6985280513763428
2008-03-01,0.3262642621994018,0.0171718038618564,0.1030308231711387,2.3181934356689453
2008-04-01,0.2697599232196808,0.0,0.1258879601955413,2.292959213256836
2008-05-01,0.4724549949169159,0.0178284905850887,0.1069709360599517,2.192904233932495
2008-06-01,0.3026577234268188,0.009458053857088,0.1418707966804504,2.4590938091278076
2008-07-01,0.5517908930778503,0.0,0.2613746225833893,2.778315544128418
2008-08-01,0.3955767452716827,0.0089903799816966,0.1528364717960357,2.5352871417999268
2008-09-01,0.414861261844635,0.0645339712500572,0.1936019212007522,2.655112028121948
2008-10-01,0.2531645596027374,0.0271247737109661,0.1537070572376251,1.8354430198669431
2008-11-01,0.2799227833747864,0.0289575289934873,0.1158301159739494,2.277992248535156
2008-12-01,0.2580245733261108,0.030962947756052,0.0722468793392181,2.5492827892303467
2009-01-01,0.2614904940128326,0.0201146528124809,0.0905159413814544,2.1422104835510254
2009-02-01,0.3557184338569641,0.0,0.1832488924264907,2.198986768722534
2009-03-01,0.2484595477581024,0.0099383816123008,0.1291989684104919,1.9976147413253784
2009-04-01,0.4442094266414642,0.0211528297513723,0.2961395978927612,2.4114224910736084
2009-05-01,0.3298288881778717,0.0824572220444679,0.3504432141780853,2.7107813358306885
2009-06-01,0.4700615704059601,0.0335758253931999,0.1790710687637329,2.5069949626922607
2009-07-01,0.4523888230323791,0.0662032440304756,0.2537791132926941,2.39435076713562
2009-08-01,0.3789989948272705,0.0334410890936851,0.144911378622055,2.1067886352539062
2009-09-01,0.6193934082984924,0.0747543796896934,0.1174711659550666,2.616403341293335
2009-10-01,0.4599815905094147,0.0102218138054013,0.1942144483327865,2.7803332805633545
2009-11-01,0.3762631714344024,0.0107503766193985,0.1290045082569122,2.3220813274383545
2009-12-01,0.4364906251430511,0.0109122656285762,0.1964207738637924,2.9681360721588135
2010-01-01,0.467899888753891,0.0435255728662014,0.1849836707115173,2.807399272918701
2010-02-01,0.5832263827323914,0.0233290567994117,0.0816516950726509,2.4728798866271973
2010-03-01,0.3930130898952484,0.0,0.1528384238481521,2.1069869995117188
2010-04-01,0.62576824426651,0.0111744329333305,0.0893954634666442,2.547770738601685
2010-05-01,0.669980525970459,0.021612275391817,0.2701534330844879,2.939269542694092
2010-06-01,0.4436860084533691,0.0341296941041946,0.1592718958854675,3.2650740146636963
2010-07-01,0.244555726647377,0.0116455107927322,0.0465820431709289,2.3174567222595215
2010-08-01,0.3936068713665008,0.0477099232375621,0.1550572514533996,2.5882632732391357
2010-09-01,0.3752985298633575,0.0568634122610092,0.2388263344764709,2.2176730632781982
2010-10-01,0.3281812369823456,0.0,0.1693838685750961,2.011433362960815
2010-11-01,0.7007958292961121,0.0593894757330417,0.2613137066364288,2.87445068359375
2010-12-01,0.555949866771698,0.0236574411392211,0.2365743964910507,2.7915780544281006
2011-01-01,0.4805438220500946,0.0117205809801816,0.1172058135271072,2.297234058380127
2011-02-01,0.3690036833286285,0.0127242654561996,0.0763455927371978,2.4176104068756104
2011-03-01,0.440722793340683,0.0771264880895614,0.4847950637340545,3.5147643089294434
2011-04-01,0.2698896825313568,0.0,0.2112180292606353,2.628490924835205
2011-05-01,0.2385821342468261,0.0,0.1363326460123062,3.169734239578247
2011-06-01,0.3735699355602264,0.0233481209725141,0.0933924838900566,2.7434041500091553
2011-07-01,0.3525678813457489,0.0235045254230499,0.1880362033843994,2.3269479274749756
2011-08-01,0.3735840022563934,0.0120510961860418,0.1084598675370216,2.4704747200012207
2011-09-01,0.2814919054508209,0.011728829704225,0.0821018069982528,2.43959641456604
2011-10-01,0.374663382768631,0.0117082307115197,0.0468329228460788,2.2011473178863525
2011-11-01,0.534635066986084,0.0,0.1743375211954116,2.522082805633545
2011-12-01,0.5992329716682434,0.0359539799392223,0.2277085334062576,2.5767018795013428
2012-01-01,0.6937218308448792,0.1156203001737594,0.2428026348352432,2.3933403491973877
2012-02-01,0.8308895230293274,0.0122189642861485,0.0977517142891883,2.6026391983032227
2012-03-01,0.6735518574714661,0.0336775928735733,0.1571621000766754,2.62685227394104
2012-04-01,0.916353404521942,0.0352443605661392,0.1879699230194091,2.6785714626312256
2012-05-01,0.5774216651916504,0.0117841148748993,0.1767617315053939,2.427527666091919
2012-06-01,0.5549389719963074,0.0123319765552878,0.0863238349556922,2.0594401359558105
2012-07-01,0.5569681525230408,0.0121080037206411,0.1089720278978347,2.361060619354248
2012-08-01,0.4512322247028351,0.011570056900382,0.1735508441925048,2.302441358566284
2012-09-01,0.3937893807888031,0.0112511254847049,0.1012601256370544,2.1039605140686035
2012-10-01,0.3561887741088867,0.0222617983818054,0.0779162943363189,2.3708815574645996
2012-11-01,0.3265128433704376,0.0217675231397151,0.1088376119732856,2.3182411193847656
2012-12-01,0.2987819015979767,0.0,0.1378993391990661,2.275338888168335
2013-01-01,0.4585578441619873,0.0,0.2292789220809936,2.453284502029419
2013-02-01,0.5248382687568665,0.0,0.2319052815437317,2.550958156585694
2013-03-01,0.3822212517261505,0.0218412149697542,0.1201266795396804,1.9329475164413452
2013-04-01,0.5787706971168518,0.0,0.3935640752315521,2.731797695159912
2013-05-01,0.3266550600528717,0.0435540080070495,0.1851045340299606,2.5370209217071533
2013-06-01,0.4565167725086212,0.0913033559918403,0.1369550377130508,2.5222551822662354
2013-07-01,0.3965393006801605,0.0480653680860996,0.1081470772624015,2.03076171875
2013-08-01,0.2954733371734619,0.023637868463993,0.0709136053919792,2.446519374847412
2013-09-01,0.4838528335094452,0.0,0.1350286900997162,3.0156407356262207
2013-10-01,0.4424778819084167,0.0442477874457836,0.1548672616481781,2.289823055267334
2013-11-01,0.6432748436927795,0.0584795325994491,0.1754385977983474,2.4210526943206787
2013-12-01,0.418010264635086,0.0238863006234169,0.1910904049873352,2.4364027976989746
2014-01-01,0.2845624983310699,0.0118567701429128,0.0829973891377449,2.5136353969573975
2014-02-01,0.4082137644290924,0.0123701142147183,0.0742206797003746,2.2018802165985107
2014-03-01,0.7417396903038025,0.0337154418230056,0.202292650938034,3.236682415008545
2014-04-01,0.3982140719890594,0.0120670925825834,0.217207670211792,2.66682767868042
2014-05-01,0.4775440692901611,0.0227401927113533,0.1819215416908264,2.512791395187378
2014-06-01,0.2634730637073517,0.0119760483503341,0.0598802380263805,2.85029935836792
2014-07-01,0.5165785551071167,0.0120134549215435,0.1201345473527908,3.5920231342315674
2014-08-01,0.2544529139995575,0.0,0.1332848668098449,3.1988368034362793
2014-09-01,0.3828209042549133,0.0717789232730865,0.1794473081827163,3.62483549118042
2014-10-01,0.2460024654865265,0.0447277203202247,0.0559096485376358,2.3929331302642822
2014-11-01,0.4654493331909179,0.0358037948608398,0.1790189743041992,2.4107887744903564
2014-12-01,0.2785162627696991,0.0379794910550117,0.1392581313848495,2.430687427520752
2015-01-01,0.3355271518230438,0.0258097816258668,0.2193831503391266,3.1875081062316895
2015-02-01,0.4478029608726501,0.0,0.223901480436325,3.37251615524292
2015-03-01,0.5593385100364685,0.0,0.0851167291402816,3.343871593475342
2015-04-01,0.4661123752593994,0.025195263326168,0.1763668358325958,3.174603223800659
2015-05-01,0.3356539011001587,0.0124316262081265,0.1491795182228088,2.2998507022857666
2015-06-01,0.3891555368900299,0.0129718510434031,0.0778311043977737,2.685173273086548
2015-07-01,0.8151459097862244,0.0,0.0657375752925872,3.352616310119629
2015-08-01,0.5364511609077454,0.0275103170424699,0.192572221159935,2.9023382663726807
