,firm_id,industry,is_soe,market_cap,book_to_market,leverage,profitability,investment,momentum
0,STOCK_0001,Real Estate,1,131.23609004675015,0.5887291638008716,0.5842860620399137,0.05374150964109262,0.1393569817252827,-0.22699203669866969
1,STOCK_0002,Information Technology,0,7.2482011402825925,0.5569976551366957,0.1,0.09971165109398006,0.02792051380621577,0.1163547027518508
2,STOCK_0003,Manufacturing,1,20.17626822167603,0.49916377468091316,0.3111933006658139,0.09946744566280616,0.13670908760038042,-0.23395051858196633
3,STOCK_0004,Healthcare,0,100.25328863553494,0.5870587876260114,0.1292468996940891,0.03597043669764467,0.1459267175515836,0.0022376579375525197
4,STOCK_0005,Manufacturing,1,17.994787050557598,0.409283277636807,0.5068518189914353,0.048826130250752,0.1465010745122851,0.20633176906835388
5,STOCK_0006,Real Estate,0,6.299671813787272,0.11402404627304073,0.22654864343526715,0.11977977319479709,0.11713391687120388,0.2946965483721009
6,STOCK_0007,Healthcare,0,37.73434177981256,0.2281415596730283,0.34856665913588686,0.11718556418856134,0.05532051176854499,-0.015263556537680481
7,STOCK_0008,Others,1,196.08893075352933,0.2756310444641179,0.3783705636606291,0.061608713793361934,0.1436896221651661,0.0991582908269834
8,STOCK_0009,Manufacturing,0,3.9627724222084777,0.25346686578729644,0.33418584651918204,0.15019793693296468,-0.03350169722392333,0.05602291868261747
9,STOCK_0010,Financial Services,0,36.246590253767295,0.6742802285998173,0.19931074456714334,0.07963099250277135,0.21142582516120165,0.1727899549030161
10,STOCK_0011,Manufacturing,1,407.34340414267024,0.22730802442830353,0.18980439175953998,0.12367947078176897,-0.004053074485290622,0.0702844462209041
11,STOCK_0012,Consumer Discretionary,0,8.338335771272547,0.6873021736903002,0.1626620519660883,0.10780608992669827,0.13819679476833036,0.2560714131423642
12,STOCK_0013,Healthcare,0,48.90228832374996,0.34883604062407936,0.11273314348623181,0.1408535398490055,0.1434457978638945,-0.04715271270395517
13,STOCK_0014,Manufacturing,0,543.8436332817286,0.3675249582420976,0.1,0.1434194761201951,0.1857648127995592,0.3445189473980921
14,STOCK_0015,Manufacturing,0,8.720951557742932,0.15782262449519338,0.1,0.08468827150759733,0.1700533878212005,-0.06857363346244238
15,STOCK_0016,Financial Services,0,6.6436482836387984,0.4898023471031159,0.4285600108782143,0.11885248974518042,0.0842788038346383,0.18845981914852084
16,STOCK_0017,Manufacturing,0,42.93860860878759,0.4197826900193852,0.1010222870152059,0.08256804297398176,0.20664409945402215,0.21807030780523542
17,STOCK_0018,Real Estate,0,71.70445652346383,0.4722985613155049,0.2727293481070304,0.12941013052520559,0.09477846042877235,0.17384538307399008
18,STOCK_0019,Information Technology,0,15.989858511679595,0.7222202219196799,0.4206658338761289,0.06325913763026332,0.06277570325920254,0.16193966234020138
19,STOCK_0020,Energy & Materials,0,35.458314243645916,0.1468825996490795,0.2895485513742397,0.048571512626214675,0.05659834092538394,0.042789533779965146
20,STOCK_0021,Manufacturing,1,105.94774772448787,0.5859469255084508,0.1861399298333786,0.14332034276864375,0.28977249576101066,0.214869789082672
21,STOCK_0022,Information Technology,0,221.48762609192744,0.28367399616748007,0.6946654658428707,0.07474407476267932,0.2505929043145308,-0.1545212066940949
22,STOCK_0023,Consumer Discretionary,0,287.6976014670871,0.10930071077630994,0.42520287142485086,0.08304483035585802,0.12908138762009982,0.15931960117815694
23,STOCK_0024,Information Technology,0,812.0403751238046,0.4798934679470087,0.1784548403649612,0.048888141754686046,0.09156090872669122,0.20280166407700417
24,STOCK_0025,Others,1,438.9082876546921,0.18298750644739697,0.12,0.15764298879196628,0.08483856996205781,-0.0011873029156943638
25,STOCK_0026,Others,0,49.03010925345293,0.19206271100827363,0.27905967409184856,0.17561588199199854,0.20521816660375342,-0.20880676502028223
26,STOCK_0027,Real Estate,1,25.414117848573603,0.42347170274264784,0.19778506371102328,0.06454537454015391,0.18430504411010065,0.15207620122131366
27,STOCK_0028,Manufacturing,0,253.86970987119224,0.27924043265941356,0.4956311004015554,0.046788627834778856,0.22880890929985373,-0.24556139024582085
28,STOCK_0029,Others,0,348.9917981118202,0.3293706532179171,0.37395321596022263,0.0077195013763958695,0.052469046918580814,0.008519814505324803
29,STOCK_0030,Others,0,65.79308105372183,0.2758009589730174,0.32991709787624757,0.05840288991958139,0.2687973605189544,0.24006173226200972
30,STOCK_0031,Others,0,504.7845403019598,0.2492959885586989,0.38920956160019465,-0.015635325853210955,0.14899811670442417,0.14570212654901818
31,STOCK_0032,Manufacturing,1,212.9911974070484,0.3241970576799966,0.33379027871152034,0.09477387622115917,0.03221233051466732,0.11113832978384303
32,STOCK_0033,Utilities,1,43.634357140991625,0.1,0.32939448452117076,0.1558116661466948,0.1449966784878358,0.01304644376753391
33,STOCK_0034,Manufacturing,1,4.5121777090986175,0.11015631068357147,0.20040052082373794,0.08574307341069479,0.24410102837863767,0.08549593543609624
34,STOCK_0035,Energy & Materials,1,280.15216101247086,0.2283059365385513,0.47158877512386393,-0.006543655188278371,0.23554710335854487,0.19290953403692296
35,STOCK_0036,Real Estate,0,26.960781376641393,0.16859887235413698,0.19960679104088638,0.07969004301630637,0.15224954616684616,0.22840165271970317
36,STOCK_0037,Manufacturing,0,3.8121996528731557,0.14699659051003655,0.5984488510027772,0.03922504633557557,0.07527796054129145,-0.1551133303848786
37,STOCK_0038,Real Estate,0,24.84609914415006,0.35991737295083126,0.46713495405401434,0.05263600818312394,0.021755678470110056,0.41612126151008944
38,STOCK_0039,Real Estate,0,20.778392051851405,0.6903597101929799,0.12637554783582539,0.03947470765103906,0.047636649297034296,0.031964231615938664
39,STOCK_0040,Real Estate,0,30.824618847818712,0.28593409733590364,0.3554945882767663,0.19871647017461944,0.20116261541498384,-0.0060756838310287616
40,STOCK_0041,Manufacturing,0,355.3336738806956,0.800027243959831,0.25604386188188655,0.05709450485843118,0.06992056557964797,0.00271346664468576
41,STOCK_0042,Financial Services,0,17.81112285743879,0.4472934218839129,0.32284448812017336,0.053370984888979775,0.12794658443433807,0.17270806850576834
42,STOCK_0043,Energy & Materials,0,12.256597477196147,0.4441591005024785,0.1,0.11988681572893173,0.11471361610821466,-0.12165242996436847
43,STOCK_0044,Healthcare,0,9.110065963946898,0.4036201459914495,0.4658324676965798,0.20169240392012083,0.1661657701744432,0.029543192093551097
44,STOCK_0045,Utilities,1,86.6765971397533,0.22036741445210375,0.6850810436464212,0.10941642592303212,0.15155617139026376,-0.0031476721230394443
45,STOCK_0046,Consumer Discretionary,0,122.32568722039822,0.35971767571144453,0.35163820349960195,0.03782275188772646,0.14615418990113302,0.027134920678670363
46,STOCK_0047,Information Technology,0,47.15414127598898,0.49376510031254106,0.3003939117608989,0.1423663527615862,0.1345493004046796,0.09723308794505041
47,STOCK_0048,Manufacturing,0,115.06575238223257,0.11657183116750035,0.21810329598716835,0.05776812208771799,0.18055908933162815,-0.07832479862664381
48,STOCK_0049,Consumer Discretionary,0,61.568621827153095,0.8093211119932252,0.26655176386601903,-0.03623598307262007,0.1423974901055856,-0.10882335709475648
49,STOCK_0050,Healthcare,0,39.020696775137885,0.4788451978189646,0.497605810088788,0.17434140560621184,0.04083161437931353,0.04113196198505278
